Iteration,Threads,Size,Buckets,Gen_Time,Split_Time,Sort_Time,Write_Time,Total_Time
5,40,2000000000,100,0.312322,28.592000,14.034066,0.430819,48.712305
6,40,2000000000,100,0.310894,28.167200,13.987028,0.414059,48.221523
7,40,2000000000,100,0.310992,28.554863,14.017364,0.426325,48.664581
8,40,2000000000,100,0.312184,28.697615,14.213596,0.411130,48.982750
9,40,2000000000,100,0.311919,28.463692,13.947233,0.419927,48.482763
10,40,2000000000,100,0.309185,28.525388,14.201124,0.431491,48.807042
1,42,2000000000,100,0.302118,28.952828,14.459989,0.462144,49.518216
2,42,2000000000,100,0.304554,27.824435,14.430565,0.501078,48.403423
3,42,2000000000,100,0.303490,28.899649,14.558512,0.434904,49.540992
4,42,2000000000,100,0.302982,28.945203,14.389286,0.466526,49.449747
5,42,2000000000,100,0.299997,28.647874,14.414451,0.462964,49.166085
6,42,2000000000,100,0.304647,28.669105,14.223590,0.454453,48.992378
7,42,2000000000,100,0.301444,28.601265,14.328993,0.430339,49.006771
8,42,2000000000,100,0.306378,28.596100,14.535809,0.455472,49.238318
9,42,2000000000,100,0.303885,28.696827,14.329581,0.463121,49.134033
10,42,2000000000,100,0.301157,28.612167,14.523327,0.477259,49.254406
1,44,2000000000,100,0.289903,28.232178,14.331969,0.399834,48.607271
2,44,2000000000,100,0.289887,27.891001,14.296454,0.390127,48.211521
3,44,2000000000,100,0.290923,29.108561,14.478284,0.434094,49.655056
4,44,2000000000,100,0.291580,28.971169,14.291990,0.446351,49.340466
5,44,2000000000,100,0.290871,28.798369,14.318766,0.447763,49.203784
6,44,2000000000,100,0.291955,28.579197,14.193817,0.394385,48.802669
7,44,2000000000,100,0.290321,28.546107,14.302769,0.458910,48.939894
8,44,2000000000,100,0.296638,28.605570,14.496595,0.435915,49.181500
9,44,2000000000,100,0.294758,28.140552,14.355399,0.487259,48.619718
10,44,2000000000,100,0.293860,28.940348,14.441021,0.409056,49.420812
1,46,2000000000,100,0.282446,29.594395,14.823588,0.514651,50.561133
2,46,2000000000,100,0.285130,28.186082,14.748455,0.458581,49.016070
3,46,2000000000,100,0.283362,29.873403,14.944301,0.468116,50.910257
4,46,2000000000,100,0.284106,30.040619,14.965511,0.556751,51.185093
5,46,2000000000,100,0.288760,29.885820,14.893474,0.531288,50.944991
6,46,2000000000,100,0.293715,29.658870,14.600795,0.484736,50.382862
7,46,2000000000,100,0.286380,29.618983,14.678603,0.479803,50.408054
8,46,2000000000,100,0.284553,29.666912,15.105922,0.535482,50.940771
9,46,2000000000,100,0.284997,29.676626,14.772731,0.486104,50.565794
10,46,2000000000,100,0.283737,29.527383,14.861131,0.498275,50.512896
1,48,2000000000,100,0.278779,29.678070,14.779307,0.449085,50.528936
2,48,2000000000,100,0.278913,28.715149,14.662426,0.437302,49.434912
3,48,2000000000,100,0.281441,30.172037,14.857933,0.440027,51.095484
4,48,2000000000,100,0.283286,29.874864,14.528439,0.460811,50.486047
5,48,2000000000,100,0.277714,29.466794,14.667311,0.512356,50.264210
6,48,2000000000,100,0.283063,29.906308,14.400774,0.486947,50.430559
7,48,2000000000,100,0.278120,29.893568,14.707666,0.502277,50.735301
8,48,2000000000,100,0.277686,29.862455,14.651652,0.429063,50.564497
9,48,2000000000,100,0.278277,29.724391,14.690422,0.450722,50.484590
10,48,2000000000,100,0.279456,29.741371,14.843318,0.463177,50.664644
