Iteration,Threads,Size,Buckets,Gen_Time,Split_Time,Sort_Time,Write_Time,Total_Time
2,32,2000000000,100,0.379164,46.130863,18.240912,0.411062,70.501830
3,32,2000000000,100,0.379827,49.545035,18.299234,0.421033,73.986966
4,32,2000000000,100,0.382358,49.876046,18.243126,0.401831,74.241817
5,32,2000000000,100,0.383118,48.750027,18.320013,0.421687,73.212080
6,32,2000000000,100,0.379809,50.361884,18.228364,0.463512,74.774806
7,32,2000000000,100,0.382148,49.536692,18.197579,0.454893,73.913130
8,32,2000000000,100,0.379739,49.856856,18.271734,0.383575,74.244323
9,32,2000000000,100,0.384151,49.896965,18.272264,0.434130,74.336384
10,32,2000000000,100,0.379700,49.823240,18.234721,0.468981,74.243305
1,34,2000000000,100,0.359351,50.153237,13.912747,0.387732,70.155170
2,34,2000000000,100,0.358153,46.622139,13.968905,0.383909,66.672834
3,34,2000000000,100,0.363092,49.243696,13.936467,0.424447,69.306572
4,34,2000000000,100,0.359339,49.613097,13.950537,0.376769,69.637270
5,34,2000000000,100,0.360825,49.027294,13.925704,0.390249,69.040515
6,34,2000000000,100,0.359225,49.422620,13.934047,0.430785,69.485043
7,34,2000000000,100,0.360947,49.724828,13.942403,0.382281,69.754360
8,34,2000000000,100,0.360263,48.775622,13.932163,0.356810,68.768365
9,34,2000000000,100,0.358873,48.789844,13.973434,0.427716,68.887172
10,34,2000000000,100,0.358999,49.164603,13.939897,0.440674,69.348343
1,36,2000000000,100,0.346053,48.793371,13.922574,0.411601,68.820159
2,36,2000000000,100,0.342340,46.074766,13.951831,0.394669,66.101308
3,36,2000000000,100,0.342465,48.763537,14.008589,0.361152,68.816781
4,36,2000000000,100,0.341020,48.351308,13.930990,0.404079,68.367646
5,36,2000000000,100,0.341940,47.890432,13.966201,0.378437,67.915953
6,36,2000000000,100,0.342063,48.604218,13.976385,0.400133,68.672859
7,36,2000000000,100,0.339924,48.793219,13.989150,0.396648,68.858005
8,36,2000000000,100,0.342807,49.352011,14.013974,0.422581,69.478900
9,36,2000000000,100,0.341219,48.352809,13.950342,0.400265,68.381649
10,36,2000000000,100,0.343244,50.018933,13.953865,0.397040,70.055716
1,38,2000000000,100,0.330296,48.515970,14.056054,0.389043,68.633245
2,38,2000000000,100,0.330179,45.319188,14.030970,0.399322,65.422127
3,38,2000000000,100,0.327440,48.567418,14.187131,0.393100,68.815301
4,38,2000000000,100,0.326137,48.860107,14.020814,0.438098,68.979440
5,38,2000000000,100,0.326613,48.183529,14.045911,0.434253,68.332495
6,38,2000000000,100,0.326221,48.726838,14.060659,0.424792,68.883319
7,38,2000000000,100,0.325934,48.210308,13.960889,0.407323,68.382038
8,38,2000000000,100,0.331522,48.073995,14.207473,0.406129,68.363312
9,38,2000000000,100,0.328003,48.464261,14.018644,0.395952,68.542937
10,38,2000000000,100,0.327137,49.132649,14.100014,0.436580,69.336399
1,40,2000000000,100,0.312681,48.295231,14.137558,0.399828,68.489308
2,40,2000000000,100,0.313784,45.293866,14.129401,0.419526,65.507825
3,40,2000000000,100,0.312676,48.729955,14.182653,0.449096,69.019349
4,40,2000000000,100,0.312758,48.717128,14.040844,0.396501,68.816509
5,40,2000000000,100,0.313239,48.434023,14.047484,0.393017,68.529658
6,40,2000000000,100,0.311349,47.373305,13.979141,0.420869,67.426891
7,40,2000000000,100,0.312677,47.446409,14.077900,0.397957,67.583327
8,40,2000000000,100,0.312608,47.941613,14.233830,0.439345,68.274429
9,40,2000000000,100,0.311443,48.086925,14.100261,0.408221,68.255592
10,40,2000000000,100,0.310627,48.891290,14.187221,0.408190,69.140662
1,42,2000000000,100,0.299378,48.720097,14.413000,0.420030,69.199733
2,42,2000000000,100,0.298936,45.690001,14.234422,0.411696,65.995110
3,42,2000000000,100,0.301763,47.751679,14.447159,0.444554,68.285863
4,42,2000000000,100,0.297965,48.841030,14.290577,0.400935,69.182068
5,42,2000000000,100,0.302404,48.469745,14.262019,0.418800,68.794617
6,42,2000000000,100,0.300303,48.448213,14.182498,0.424635,68.696885
7,42,2000000000,100,0.301423,47.500021,14.322841,0.412101,67.869721
8,42,2000000000,100,0.309042,48.059404,14.421664,0.425288,68.561540
9,42,2000000000,100,0.307263,47.456724,14.270304,0.443038,67.817983
10,42,2000000000,100,0.300871,47.610555,14.396458,0.452504,68.203392
1,44,2000000000,100,0.289895,47.700367,14.387348,0.412092,68.133003
2,44,2000000000,100,0.291321,45.316241,14.268485,0.417880,65.634223
3,44,2000000000,100,0.290587,48.801926,14.477541,0.422585,69.331974
4,44,2000000000,100,0.294251,47.308046,14.224603,0.411450,67.578792
5,44,2000000000,100,0.290138,48.625676,14.261202,0.442300,68.964109
6,44,2000000000,100,0.296213,47.652732,14.161698,0.449654,67.907231
7,44,2000000000,100,0.290707,48.524371,14.227296,0.460569,68.846434
8,44,2000000000,100,0.297468,47.576849,14.524283,0.385459,68.129394
9,44,2000000000,100,0.290998,47.938725,14.328757,0.424221,68.321087
10,44,2000000000,100,0.292020,47.502369,14.471194,0.396790,68.019802
1,46,2000000000,100,0.284233,48.625118,14.721405,0.479191,69.451314
2,46,2000000000,100,0.288154,46.229211,14.785709,0.449712,67.092925
3,46,2000000000,100,0.285928,48.759227,14.848639,0.455764,69.694038
4,46,2000000000,100,0.285118,48.514478,14.583369,0.433914,69.235535
5,46,2000000000,100,0.291498,49.271215,14.539665,0.460305,69.906313
6,46,2000000000,100,0.298297,48.007522,14.401587,0.483986,68.534054
7,46,2000000000,100,0.285287,48.415777,14.500851,0.442108,68.986565
8,46,2000000000,100,0.289680,48.422829,14.880810,0.441294,69.383345
9,46,2000000000,100,0.288149,48.266558,14.647580,0.442315,68.985185
10,46,2000000000,100,0.285307,47.976455,14.809648,0.474776,68.884239
1,48,2000000000,100,0.283176,48.624334,14.645930,0.462786,69.367692
2,48,2000000000,100,0.290056,45.429637,14.596676,0.442842,66.099821
3,48,2000000000,100,0.281939,49.311786,14.791976,0.522654,70.249037
4,48,2000000000,100,0.279261,48.415093,14.612634,0.460769,69.110389
5,48,2000000000,100,0.285722,49.549516,14.344530,0.447705,69.968830
6,48,2000000000,100,0.288014,48.204983,14.234280,0.453005,68.531090
7,48,2000000000,100,0.281005,48.940045,14.628336,0.442973,69.637018
8,48,2000000000,100,0.284731,48.761264,14.922509,0.448714,69.772979
9,48,2000000000,100,0.277983,48.567968,14.549247,0.440302,69.177304
10,48,2000000000,100,0.284579,48.270901,14.872474,0.429452,69.209307
